Channel Pedestal CM_slope CM_offset kappa_BXm1
70 -0.000001 -0.000000 -0.000000 0.000000
71 -0.000000 -0.000000 -0.000000 0.000000
72 -0.000000 0.000000 -0.000000 0.000000
73 0.000000 0.000000 0.000000 0.000000
74 -0.000000 -0.000000 -0.000000 0.000000
75 -0.000000 0.000000 -0.000000 0.000000
76 0.000000 0.000000 0.000000 0.000000
77 0.000000 -0.000000 0.000000 0.000000
78 0.000000 0.000000 0.000000 0.000000
79 -0.000000 0.000000 -0.000000 0.000000
80 -0.000000 -0.000000 -0.000000 0.000000
81 0.000000 0.000000 -0.000000 0.000000
82 -0.000001 -0.000000 -0.000000 0.000000
83 -0.000000 0.000000 -0.000000 0.000000
84 -0.000001 -0.000000 -0.000000 0.000000
85 0.000000 0.000000 0.000000 0.000000
86 0.000000 -0.000000 0.000000 0.000000
87 0.000000 0.000000 -0.000000 0.000000
88 -0.000000 -0.000000 -0.000000 0.000000
89 0.000000 0.000000 0.000000 0.000000
90 0.000000 -0.000000 0.000000 0.000000
91 0.000000 0.000000 0.000000 0.000000
92 -0.000000 0.000000 -0.000000 0.000000
93 -0.000000 0.000000 -0.000000 0.000000
94 0.000000 -0.000000 0.000000 0.000000
95 0.000000 0.000000 0.000000 0.000000
96 -0.000000 -0.000000 -0.000000 0.000000
97 -0.000000 0.000000 -0.000000 0.000000
98 0.000000 0.000000 -0.000000 0.000000
99 -0.000000 -0.000000 -0.000000 0.000000
100 -0.000000 -0.000000 -0.000000 0.000000
268435520 -0.000000 -0.000000 0.000000 0.000000
268435521 0.000000 0.000000 -0.000000 0.000000
128 0.000000 -0.000000 0.000000 0.000000
129 0.000000 -0.000000 0.000000 0.000000
130 -0.000000 -0.000000 -0.000000 0.000000
131 0.000000 0.000000 0.000000 0.000000
132 -0.000001 -0.000000 -0.000000 0.000000
133 -0.000001 -0.000000 -0.000000 0.000000
134 -0.000000 -0.000000 -0.000000 0.000000
135 0.000001 0.000000 0.000000 0.000000
136 0.000000 0.000000 -0.000000 0.000000
137 0.000000 0.000000 0.000000 0.000000
138 0.000000 0.000000 0.000000 0.000000
139 -0.000000 -0.000000 -0.000000 0.000000
140 0.000000 0.000000 0.000000 0.000000
141 0.000000 -0.000000 0.000000 0.000000
142 -0.000000 0.000000 -0.000000 0.000000
143 -0.000000 -0.000000 0.000000 0.000000
144 -0.000000 -0.000000 0.000000 0.000000
145 0.000000 0.000000 -0.000000 0.000000
146 0.000000 0.000000 -0.000000 0.000000
147 -0.000001 -0.000000 -0.000000 0.000000
148 0.000000 -0.000000 0.000000 0.000000
149 0.000000 0.000000 0.000000 0.000000
150 0.000000 0.000000 -0.000000 0.000000
151 0.000000 -0.000000 0.000000 0.000000
152 -0.000001 -0.000000 -0.000000 0.000000
153 0.000000 0.000000 0.000000 0.000000
154 0.000000 0.000000 0.000000 0.000000
155 -0.000000 0.000000 -0.000000 0.000000
156 -0.000000 -0.000000 -0.000000 0.000000
157 -0.000000 -0.000000 -0.000000 0.000000
158 -0.000000 -0.000000 -0.000000 0.000000
159 -0.000000 0.000000 -0.000000 0.000000
160 0.000000 0.000000 0.000000 0.000000
161 0.000000 0.000000 0.000000 0.000000
162 -0.000000 -0.000000 -0.000000 0.000000
163 0.000001 0.000000 0.000000 0.000000
164 -0.000000 -0.000000 -0.000000 0.000000
268435584 -0.000000 0.000000 -0.000000 0.000000
268435585 0.000000 -0.000000 0.000000 0.000000
192 0.000001 0.000000 0.000000 0.000000
193 0.000000 0.000000 0.000000 0.000000
194 -0.000001 -0.000000 -0.000000 0.000000
195 -0.000000 -0.000000 -0.000000 0.000000
196 -0.000000 -0.000000 0.000000 0.000000
197 0.000000 -0.000000 0.000000 0.000000
198 0.000000 -0.000000 0.000000 0.000000
199 0.000000 -0.000000 0.000000 0.000000
200 -0.000000 0.000000 -0.000000 0.000000
201 0.000000 0.000000 0.000000 0.000000
202 0.000000 0.000000 0.000000 0.000000
203 -0.000000 0.000000 -0.000000 0.000000
204 0.000000 -0.000000 0.000000 0.000000
205 -0.000000 -0.000000 -0.000000 0.000000
206 0.000000 -0.000000 0.000000 0.000000
207 0.000000 0.000000 0.000000 0.000000
208 0.000000 0.000000 0.000000 0.000000
209 -0.000000 -0.000000 -0.000000 0.000000
210 -0.000000 0.000000 -0.000000 0.000000
211 0.000000 0.000000 -0.000000 0.000000
212 0.000000 0.000000 0.000000 0.000000
213 -0.000001 -0.000000 -0.000000 0.000000
214 0.000000 -0.000000 0.000000 0.000000
215 0.000000 -0.000000 0.000000 0.000000
216 0.000000 0.000000 -0.000000 0.000000
217 0.000000 0.000000 0.000000 0.000000
218 -0.000000 0.000000 -0.000000 0.000000
219 0.000000 0.000000 0.000000 0.000000
220 0.000000 -0.000000 0.000000 0.000000
221 0.000000 0.000000 0.000000 0.000000
222 -0.000000 0.000000 -0.000000 0.000000
223 -0.000000 0.000000 -0.000000 0.000000
224 0.000000 -0.000000 0.000000 0.000000
225 0.000000 0.000000 0.000000 0.000000
226 -0.000000 -0.000000 -0.000000 0.000000
227 0.000000 0.000000 -0.000000 0.000000
228 0.000000 -0.000000 0.000000 0.000000
268435648 -0.000000 -0.000000 -0.000000 0.000000
268435649 0.000000 0.000000 0.000000 0.000000
256 0.000000 0.000000 0.000000 0.000000
257 0.000000 0.000000 0.000000 0.000000
258 -0.000000 -0.000000 0.000000 0.000000
259 -0.000000 -0.000000 0.000000 0.000000
260 0.000000 -0.000000 0.000000 0.000000
261 0.000001 0.000000 0.000000 0.000000
262 0.000000 -0.000000 0.000000 0.000000
263 -0.000000 0.000000 -0.000000 0.000000
264 0.000000 -0.000000 0.000000 0.000000
265 0.000000 0.000000 0.000000 0.000000
266 -0.000000 -0.000000 -0.000000 0.000000
267 -0.000000 -0.000000 -0.000000 0.000000
268 -0.000000 -0.000000 -0.000000 0.000000
269 -0.000000 0.000000 -0.000000 0.000000
270 -0.000000 0.000000 -0.000000 0.000000
271 0.000000 0.000000 0.000000 0.000000
272 0.000000 -0.000000 0.000000 0.000000
273 -0.000000 -0.000000 0.000000 0.000000
274 0.000000 -0.000000 0.000000 0.000000
275 0.000000 0.000000 0.000000 0.000000
276 0.000000 0.000000 0.000000 0.000000
277 -0.000000 0.000000 -0.000000 0.000000
278 -0.000001 -0.000000 -0.000000 0.000000
279 -0.000000 -0.000000 0.000000 0.000000
280 0.000000 -0.000000 0.000000 0.000000
281 -0.000000 0.000000 -0.000000 0.000000
282 0.000001 0.000000 0.000000 0.000000
283 -0.000000 -0.000000 -0.000000 0.000000
284 -0.000000 0.000000 -0.000000 0.000000
285 -0.000000 0.000000 -0.000000 0.000000
286 0.000000 -0.000000 0.000000 0.000000
287 0.000000 0.000000 0.000000 0.000000
288 0.000000 0.000000 0.000000 0.000000
289 -0.000000 0.000000 -0.000000 0.000000
290 -0.000001 -0.000000 -0.000000 0.000000
291 0.000000 0.000000 0.000000 0.000000
292 0.000000 0.000000 0.000000 0.000000
268435712 -0.000000 -0.000000 0.000000 0.000000
268435713 0.000000 0.000000 -0.000000 0.000000
320 -0.000000 0.000000 -0.000000 0.000000
321 -0.000000 0.000000 -0.000000 0.000000
322 -0.000000 0.000000 -0.000000 0.000000
323 -0.000000 0.000000 -0.000000 0.000000
324 -0.000000 0.000000 -0.000000 0.000000
325 0.000000 0.000000 0.000000 0.000000
326 -0.000000 -0.000000 -0.000000 0.000000
327 -0.000000 -0.000000 -0.000000 0.000000
328 0.000000 -0.000000 0.000000 0.000000
329 0.000000 0.000000 0.000000 0.000000
330 -0.000000 0.000000 -0.000000 0.000000
331 0.000000 -0.000000 0.000000 0.000000
332 0.000000 -0.000000 0.000000 0.000000
333 0.000000 -0.000000 0.000000 0.000000
334 -0.000000 -0.000000 -0.000000 0.000000
335 -0.000000 -0.000000 -0.000000 0.000000
336 0.000000 -0.000000 0.000000 0.000000
337 0.000000 0.000000 0.000000 0.000000
338 0.000000 0.000000 0.000000 0.000000
339 -0.000000 -0.000000 -0.000000 0.000000
340 0.000000 -0.000000 0.000000 0.000000
341 0.000000 0.000000 0.000000 0.000000
342 0.000000 0.000000 0.000000 0.000000
343 -0.000000 0.000000 -0.000000 0.000000
344 0.000000 -0.000000 0.000000 0.000000
345 0.000000 -0.000000 0.000000 0.000000
346 -0.000000 -0.000000 -0.000000 0.000000
347 -0.000000 0.000000 -0.000000 0.000000
348 -0.000000 -0.000000 -0.000000 0.000000
349 0.000000 -0.000000 0.000000 0.000000
350 -0.000000 -0.000000 -0.000000 0.000000
351 -0.000000 -0.000000 -0.000000 0.000000
352 -0.000000 0.000000 -0.000000 0.000000
353 0.000000 -0.000000 0.000000 0.000000
354 0.000000 0.000000 0.000000 0.000000
355 -0.000000 -0.000000 -0.000000 0.000000
356 -0.000000 -0.000000 -0.000000 0.000000
268435776 -0.000000 -0.000000 -0.000000 0.000000
268435777 0.000000 0.000000 0.000000 0.000000
